API Well Number,County Code,API Hole Number,Sidetrack,Completion,Well Name,Company Name,Operator Number,Well Type,Map Symbol,Well Status ,Status Date,Permit Application Date,Permit Issued Date,Date Spudded,Date of Total Depth,Date Well Completed,Date Well Plugged,Date Well Confidentiality Ends,Confidentiality Code,Town,Quad,Quad Section,Producing Field,Producing Formation,Financial Security,Slant,County,Region,State Lease,"Proposed Depth, ft",Surface Longitude,Surface Latitude,Bottom Hole Longitude,Bottom Hole Latitude,"True Vertical Depth, ft","Measured Depth, ft","Kickoff, ft","Drilled Depth, ft","Elevation, ft",Original Well Type,Permit Fee,Objective Formation,Depth Fee,Spacing,Spacing Acres,Integration,Hearing Date,Date Last Modified,DEC Database Link,Location 1
31013130790000,13,13079,0,0,Depew 545,Belden & Blake Corporation,1480,GD,GWP,PA,1995-02-16T00:00:00,1977-12-13T00:00:00,1977-12-21T00:00:00,1978-02-12T00:00:00,1978-02-22T00:00:00,1978-03-02T00:00:00,1995-02-16T00:00:00,,Pre-1989 Well (N/A),Charlotte,Cassadaga,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.27753,42.29736,-79.27753,42.29736,3690.0,3690.0,0.0,3690.0,,NL,0.0,,0.0,,,,,2003-01-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013130790000'},"{'longitude': '-79.27753', 'needs_recoding': False, 'latitude': '42.29736'}"
31013130800000,13,13080,0,0,Depew 539,Empire Energy E&P LLC,2544,GD,GW,AC,,1977-12-13T00:00:00,1977-12-21T00:00:00,1978-02-24T00:00:00,1978-03-03T00:00:00,1978-03-03T00:00:00,,,Pre-1989 Well (N/A),Charlotte,Cassadaga,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,0.0,-79.27594999999998,42.29214,-79.27594999999998,42.29214,3707.0,3707.0,0.0,3707.0,,NL,0.0,,0.0,,,,,2018-05-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013130800000'},"{'longitude': '-79.27595', 'needs_recoding': False, 'latitude': '42.29214'}"
31013130810000,13,13081,0,0,Schultz 541,Empire Energy E&P LLC,2544,GD,GW,AC,,1977-12-13T00:00:00,1977-12-21T00:00:00,1978-06-23T00:00:00,1978-06-28T00:00:00,1978-11-08T00:00:00,,,Pre-1989 Well (N/A),Arkwright,Dunkirk,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,0.0,-79.25524,42.41941,-79.25524,42.41941,3228.0,3228.0,0.0,3228.0,1605.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013130810000'},"{'longitude': '-79.25524', 'needs_recoding': False, 'latitude': '42.41941'}"
31013130860000,13,13086,0,0,Ellis 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1977-12-27T00:00:00,1977-12-27T00:00:00,1978-01-11T00:00:00,1978-01-21T00:00:00,1978-01-25T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2520.0,-79.65669,42.29255,-79.65669,42.29255,2525.0,2525.0,0.0,2525.0,710.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013130860000'},"{'longitude': '-79.65669', 'needs_recoding': False, 'latitude': '42.29255'}"
31013130870000,13,13087,0,0,Ossman 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1977-12-27T00:00:00,1977-12-27T00:00:00,1978-04-24T00:00:00,1978-05-05T00:00:00,1978-05-18T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2485.0,-79.65457,42.29874,-79.65457,42.29874,2475.0,2475.0,0.0,2475.0,710.0,NL,0.0,Medina,0.0,,,,,2011-08-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013130870000'},"{'longitude': '-79.65457', 'needs_recoding': False, 'latitude': '42.29874'}"
31013130880000,13,13088,0,0,Ellis 2,Empire Energy E&P LLC,2544,GD,GW,AC,,1977-12-27T00:00:00,1977-12-27T00:00:00,1978-01-22T00:00:00,1978-02-02T00:00:00,1978-02-08T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2485.0,-79.65957,42.29695,-79.65957,42.29695,2480.0,2480.0,0.0,2480.0,675.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013130880000'},"{'longitude': '-79.65957', 'needs_recoding': False, 'latitude': '42.29695'}"
31013131180000,13,13118,0,0,Cochrane Farms 2,Empire Energy E&P LLC,2544,GD,GW,AC,,1979-01-30T00:00:00,1978-01-30T00:00:00,1978-02-05T00:00:00,1978-02-16T00:00:00,1978-02-22T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2560.0,-79.73547999999998,42.26725,-79.73547999999998,42.26725,2530.0,2530.0,0.0,2530.0,665.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013131180000'},"{'longitude': '-79.73548', 'needs_recoding': False, 'latitude': '42.26725'}"
31013131190000,13,13119,0,0,Cochrane Farms 3,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-01-30T00:00:00,1978-01-30T00:00:00,1978-02-20T00:00:00,1978-02-27T00:00:00,1978-03-04T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2660.0,-79.73067,42.25707,-79.73067,42.25707,2630.0,2630.0,0.0,2630.0,760.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013131190000'},"{'longitude': '-79.73067', 'needs_recoding': False, 'latitude': '42.25707'}"
31013131200000,13,13120,0,0,Cochrane Farms 4,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-01-30T00:00:00,1978-01-30T00:00:00,1978-02-28T00:00:00,1978-04-13T00:00:00,1978-04-25T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2710.0,-79.73085,42.25185,-79.73085,42.25185,2704.0,2704.0,0.0,2704.0,803.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013131200000'},"{'longitude': '-79.73085', 'needs_recoding': False, 'latitude': '42.25185'}"
31013131210000,13,13121,0,0,Cochrane Farms 5,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-01-30T00:00:00,1978-01-30T00:00:00,1978-04-14T00:00:00,1978-04-22T00:00:00,1978-04-26T00:00:00,,,Pre-1989 Well (N/A),Ripley,South Ripley,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2760.0,-79.72467,42.24971,-79.72467,42.24971,2750.0,2750.0,0.0,2750.0,855.0,NL,0.0,Medina,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013131210000'},"{'longitude': '-79.72467', 'needs_recoding': False, 'latitude': '42.24971'}"
31013131570000,13,13157,0,0,McPherson1,U. S. Energy Development Corporation,708,GD,GW,AC,,1978-02-14T00:00:00,1978-02-14T00:00:00,1978-03-11T00:00:00,1978-03-18T00:00:00,1978-07-22T00:00:00,,,Pre-1989 Well (N/A),Pomfret,Dunkirk,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2250.0,-79.34375,42.43859,-79.34375,42.43859,2265.0,2265.0,0.0,2265.0,720.0,NL,0.0,,0.0,,,,,2006-10-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013131570000'},"{'longitude': '-79.34375', 'needs_recoding': False, 'latitude': '42.43859'}"
31013132000000,13,13200,0,0,Seblink 2,Empire Energy E&P LLC,2544,GD,GW,AC,,1979-05-03T00:00:00,1979-05-09T00:00:00,1979-05-31T00:00:00,1979-06-04T00:00:00,1979-06-19T00:00:00,,,Pre-1989 Well (N/A),Ripley,North East PA,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2600.0,-79.75846,42.24243,-79.75846,42.24243,2700.0,2700.0,0.0,2700.0,792.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132000000'},"{'longitude': '-79.75846', 'needs_recoding': False, 'latitude': '42.24243'}"
31013132010000,13,13201,0,0,Seblink 3,Empire Energy E&P LLC,2544,GD,GW,AC,,1979-05-03T00:00:00,1979-05-09T00:00:00,1979-06-16T00:00:00,1979-06-20T00:00:00,1979-07-06T00:00:00,,,Pre-1989 Well (N/A),Ripley,North East PA,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2650.0,-79.75476,42.23823,-79.75476,42.23823,2775.0,2775.0,0.0,2775.0,838.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132010000'},"{'longitude': '-79.75476', 'needs_recoding': False, 'latitude': '42.23823'}"
31013132020000,13,13202,0,0,"Smith, T 1",Empire Energy E&P LLC,2544,GD,GW,AC,,1979-05-09T00:00:00,1979-05-03T00:00:00,1980-02-27T00:00:00,1980-03-16T00:00:00,1980-06-20T00:00:00,,,Pre-1989 Well (N/A),Ripley,North East PA,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2650.0,-79.7616,42.23424,-79.7616,42.23424,2815.0,2815.0,0.0,2815.0,853.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132020000'},"{'longitude': '-79.7616', 'needs_recoding': False, 'latitude': '42.23424'}"
31013132090000,13,13209,0,0,Mancuso 1,U. S. Energy Development Corporation,708,GD,GW,AC,,1978-03-02T00:00:00,1978-03-02T00:00:00,1978-02-23T00:00:00,1978-04-09T00:00:00,1978-04-09T00:00:00,,,Pre-1989 Well (N/A),Charlotte,Cassadaga,B,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,0.0,-79.29550999999998,42.3404,-79.29550999999998,42.3404,3450.0,3450.0,0.0,3450.0,,NL,0.0,,0.0,,,,,2006-10-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132090000'},"{'longitude': '-79.29551', 'needs_recoding': False, 'latitude': '42.3404'}"
31013132160000,13,13216,0,0,Bostwick 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-16T00:00:00,1978-06-21T00:00:00,,1978-07-05T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,H,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2570.0,-79.69216,42.28079,-79.69216,42.28079,2515.0,2515.0,0.0,2515.0,698.0,NL,0.0,,0.0,,,,,2018-05-01T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132160000'},"{'longitude': '-79.69216', 'needs_recoding': False, 'latitude': '42.28079'}"
31013132170000,13,13217,0,0,Caldwell 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-16T00:00:00,1978-05-05T00:00:00,1978-05-13T00:00:00,1978-05-24T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,H,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2560.0,-79.67134,42.28822,-79.67134,42.28822,2525.0,2525.0,0.0,2525.0,698.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132170000'},"{'longitude': '-79.67134', 'needs_recoding': False, 'latitude': '42.28822'}"
31013132180000,13,13218,0,0,Caldwell 2,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-16T00:00:00,1978-05-15T00:00:00,1978-05-26T00:00:00,1978-05-31T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,E,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2535.0,-79.67264,42.29227,-79.67264,42.29227,2475.0,2475.0,0.0,2475.0,673.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132180000'},"{'longitude': '-79.67264', 'needs_recoding': False, 'latitude': '42.29227'}"
31013132190000,13,13219,0,0,Jones 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-16T00:00:00,1978-05-26T00:00:00,1978-06-04T00:00:00,1978-06-07T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,I,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2565.0,-79.6641,42.29007,-79.6641,42.29007,2525.0,2525.0,0.0,2525.0,705.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132190000'},"{'longitude': '-79.6641', 'needs_recoding': False, 'latitude': '42.29007'}"
31013132200000,13,13220,0,0,Jones 2,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-17T00:00:00,1978-10-17T00:00:00,1978-10-26T00:00:00,1978-11-01T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2540.0,-79.66612999999998,42.29461,-79.66612999999998,42.29461,2475.0,2475.0,0.0,2475.0,678.0,NL,0.0,Medina,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132200000'},"{'longitude': '-79.66613', 'needs_recoding': False, 'latitude': '42.29461'}"
31013132210000,13,13221,0,0,Wakely 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-17T00:00:00,1978-06-04T00:00:00,1978-06-16T00:00:00,1978-06-28T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,H,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2580.0,-79.67541,42.28444,-79.67541,42.28444,2540.0,2540.0,0.0,2540.0,,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132210000'},"{'longitude': '-79.67541', 'needs_recoding': False, 'latitude': '42.28444'}"
31013132220000,13,13222,0,0,Wakely 2,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-03-10T00:00:00,1978-03-17T00:00:00,1978-06-15T00:00:00,1978-06-21T00:00:00,1978-06-28T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,H,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2540.0,-79.67948,42.28966,-79.67948,42.28966,2490.0,2490.0,0.0,2490.0,678.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132220000'},"{'longitude': '-79.67948', 'needs_recoding': False, 'latitude': '42.28966'}"
31013132320000,13,13232,0,0,Cope-Brisky Fee 1,Cope Walter E.,9004,GD,GW,UN,,1978-03-08T00:00:00,1978-09-22T00:00:00,1978-05-20T00:00:00,1978-07-20T00:00:00,1978-06-29T00:00:00,,,Pre-1989 Well (N/A),Sheridan,Dunkirk,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.27704,42.45303,-79.27704,42.45303,2295.0,2295.0,0.0,2295.0,,NL,0.0,,0.0,,,,,2003-01-24T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132320000'},"{'longitude': '-79.27704', 'needs_recoding': False, 'latitude': '42.45303'}"
31013132370000,13,13237,0,0,Forbes-Rizzo 3,Alvarado Mayra,2844,GD,GW,IN,,1978-03-01T00:00:00,1979-01-12T00:00:00,1979-03-22T00:00:00,1979-04-22T00:00:00,1979-04-22T00:00:00,,,Pre-1989 Well (N/A),Dunkirk City,Dunkirk,A,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2000.0,-79.36409,42.47008,-79.36409,42.47008,2015.0,2015.0,0.0,2015.0,,NL,0.0,,0.0,,,,,2015-10-26T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132370000'},"{'longitude': '-79.36409', 'needs_recoding': False, 'latitude': '42.47008'}"
31013132560000,13,13256,0,0,Clark 1,PPP Future Development Inc.,2740,GD,GW,IN,2018-02-01T00:00:00,1978-04-04T00:00:00,1978-04-13T00:00:00,1978-10-07T00:00:00,1978-10-13T00:00:00,1978-11-30T00:00:00,,,Pre-1989 Well (N/A),Busti,Lakewood,D,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4500.0,-79.34644,42.05043,-79.34644,42.05043,4402.0,4402.0,0.0,4402.0,1530.0,NL,20.0,Medina,0.0,,,,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132560000'},"{'longitude': '-79.34644', 'needs_recoding': False, 'latitude': '42.05043'}"
31013132570000,13,13257,0,0,Simmental Ranches 7,PPP Future Development Inc.,2740,GD,GW,AC,,1978-04-04T00:00:00,1978-04-13T00:00:00,1978-06-24T00:00:00,1978-07-01T00:00:00,1978-06-29T00:00:00,,,Pre-1989 Well (N/A),Busti,Lakewood,H,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4500.0,-79.32935,42.04122,-79.32935,42.04122,4409.0,4409.0,0.0,4409.0,1491.0,NL,20.0,Medina,0.0,,,,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132570000'},"{'longitude': '-79.32935', 'needs_recoding': False, 'latitude': '42.04122'}"
31013132600000,13,13260,0,0,Capron Lee 1,Capron Lee H. and Elsie,1699,GD,GW,UL,2017-08-23T00:00:00,,1978-04-01T00:00:00,1978-07-23T00:00:00,1978-07-29T00:00:00,1978-08-03T00:00:00,,,Pre-1989 Well (N/A),Busti,Lakewood,E,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4500.0,-79.32738999999998,42.04681,-79.32738999999998,42.04681,4420.0,4420.0,0.0,4420.0,1520.0,NL,0.0,Medina,0.0,,,,,2004-01-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132600000'},"{'longitude': '-79.32739', 'needs_recoding': False, 'latitude': '42.04681'}"
31013132730000,13,13273,0,0,Munch 546,P&H Gas LLC,2407,GD,GW,IN,,1978-05-10T00:00:00,1978-05-15T00:00:00,1978-05-23T00:00:00,1978-05-31T00:00:00,1979-03-29T00:00:00,,,Pre-1989 Well (N/A),Charlotte,Cassadaga,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3590.0,-79.26931,42.30671,-79.26931,42.30671,3635.0,3635.0,0.0,3635.0,1590.0,NL,0.0,Medina,0.0,,,,,2008-08-14T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132730000'},"{'longitude': '-79.26931', 'needs_recoding': False, 'latitude': '42.30671'}"
31013132790000,13,13279,0,0,Allenbrand 548,P&H Gas LLC,2407,GD,GW,AC,,1978-05-10T00:00:00,1978-05-15T00:00:00,1978-06-15T00:00:00,1978-06-19T00:00:00,1978-08-01T00:00:00,,,Pre-1989 Well (N/A),Charlotte,Cassadaga,I,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,3690.0,-79.27706,42.28526,-79.27706,42.28526,3770.0,3770.0,0.0,3770.0,1612.0,NL,0.0,Medina,0.0,,,,,2008-08-14T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132790000'},"{'longitude': '-79.27706', 'needs_recoding': False, 'latitude': '42.28526'}"
31013132800000,13,13280,0,0,"Allenbrand, A 1 (547)",TGX Corp.,1253,GD,GWP,PA,1991-10-01T00:00:00,1978-05-15T00:00:00,1978-05-15T00:00:00,1978-06-06T00:00:00,1978-06-13T00:00:00,1978-07-27T00:00:00,1991-10-01T00:00:00,,Pre-1989 Well (N/A),Charlotte,Cassadaga,I,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,3770.0,-79.26931,42.2854,-79.26931,42.2854,3837.0,3837.0,0.0,3837.0,1695.0,NL,0.0,Medina,0.0,,,,,2003-01-16T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013132800000'},"{'longitude': '-79.26931', 'needs_recoding': False, 'latitude': '42.2854'}"
31013135440000,13,13544,0,0,"McDonald, W 1",Empire Energy E&P LLC,2544,GD,GW,AC,,1978-06-28T00:00:00,1978-06-29T00:00:00,1978-07-05T00:00:00,1978-07-14T00:00:00,1978-07-25T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2520.0,-79.74066,42.26285,-79.74066,42.26285,2540.0,2540.0,0.0,2540.0,675.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135440000'},"{'longitude': '-79.74066', 'needs_recoding': False, 'latitude': '42.26285'}"
31013135450000,13,13545,0,0,Swanson 20604,PPP Future Development Inc.,2740,GD,GW,IN,2018-02-01T00:00:00,1978-06-29T00:00:00,1978-07-05T00:00:00,1978-08-01T00:00:00,1978-08-08T00:00:00,1978-09-19T00:00:00,,,Pre-1989 Well (N/A),Harmony,Panama,E,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4300.0,-79.42981,42.06338,-79.42981,42.06338,4451.0,4451.0,0.0,4451.0,1669.0,NL,20.0,,0.0,,,,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135450000'},"{'longitude': '-79.42981', 'needs_recoding': False, 'latitude': '42.06338'}"
31013135460000,13,13546,0,0,"Alday,F 1",Empire Energy E&P LLC,2544,GD,GW,AC,,1978-06-30T00:00:00,1978-07-05T00:00:00,1979-06-01T00:00:00,1979-06-07T00:00:00,1979-06-19T00:00:00,,,Pre-1989 Well (N/A),Ripley,Ripley,G,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2545.0,-79.73659,42.25961,-79.73659,42.25961,2581.0,2581.0,0.0,2581.0,700.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135460000'},"{'longitude': '-79.73659', 'needs_recoding': False, 'latitude': '42.25961'}"
31013135470000,13,13547,0,0,"Orton, J 1",Empire Energy E&P LLC,2544,GD,GW,AC,,1978-06-30T00:00:00,1978-07-05T00:00:00,1979-06-04T00:00:00,1979-06-22T00:00:00,1979-06-22T00:00:00,,,Pre-1989 Well (N/A),Ripley,North East,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2600.0,-79.75373999999998,42.24896,-79.75373999999998,42.24896,2640.0,2640.0,0.0,2640.0,750.0,NL,0.0,Medina,0.0,,,,,2011-08-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135470000'},"{'longitude': '-79.75374', 'needs_recoding': False, 'latitude': '42.24896'}"
31013135480000,13,13548,0,0,"Orton, J 2",Empire Energy E&P LLC,2544,GD,GW,AC,,1978-06-30T00:00:00,1978-07-05T00:00:00,1978-07-04T00:00:00,1978-07-22T00:00:00,1978-08-01T00:00:00,,,Pre-1989 Well (N/A),Ripley,North East,C,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,2575.0,-79.75707,42.2535,-79.75707,42.2535,2525.0,2525.0,0.0,2525.0,710.0,NL,0.0,Medina,0.0,,,,,2011-08-05T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135480000'},"{'longitude': '-79.75707', 'needs_recoding': False, 'latitude': '42.2535'}"
31013135510000,13,13551,0,0,Peterson 5,Bounty Holdings Incorporated,468,GD,GWP,PA,2016-11-17T00:00:00,1978-07-06T00:00:00,1978-07-10T00:00:00,1978-07-15T00:00:00,1978-07-20T00:00:00,1978-07-25T00:00:00,2016-11-17T00:00:00,,Pre-1989 Well (N/A),Busti,Lakewood,E,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,4350.0,-79.30692999999998,42.07847,-79.30692999999998,42.07847,4470.0,4470.0,0.0,4470.0,1630.0,NL,20.0,Medina,0.0,,,,,2017-01-26T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135510000'},"{'longitude': '-79.30693', 'needs_recoding': False, 'latitude': '42.07847'}"
31013135520000,13,13552,0,0,Farrar 20602,PPP Future Development Inc.,2740,GD,GW,AC,,1978-06-26T00:00:00,1978-07-12T00:00:00,1978-10-23T00:00:00,1978-10-31T00:00:00,1978-11-08T00:00:00,,,Pre-1989 Well (N/A),Harmony,Panama,E,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,0.0,-79.45736999999998,42.06902,-79.45736999999998,42.06902,4190.0,4190.0,0.0,4190.0,1500.0,NL,0.0,,0.0,,,,,2018-07-20T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135520000'},"{'longitude': '-79.45737', 'needs_recoding': False, 'latitude': '42.06902'}"
31013135650000,13,13565,0,0,Sholtys 1     ,Cotton Well Drilling Company Inc.,1206,GD,GWP,PA,2008-07-16T00:00:00,1978-07-21T00:00:00,1978-07-21T00:00:00,1978-08-07T00:00:00,1978-08-13T00:00:00,1978-09-10T00:00:00,2008-07-16T00:00:00,,Pre-1989 Well (N/A),Pomfret,Brocton,F,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.38163,42.45289,-79.38163,42.45289,2074.0,2074.0,0.0,2074.0,610.0,NL,0.0,,0.0,,,,,2008-07-31T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135650000'},"{'longitude': '-79.38163', 'needs_recoding': False, 'latitude': '42.45289'}"
31013135730000,13,13573,0,0,Haas 1220 1,Empire Energy E&P LLC,2544,GD,GW,AC,,1978-07-25T00:00:00,1975-07-28T00:00:00,1978-08-24T00:00:00,1978-08-27T00:00:00,1978-10-06T00:00:00,,,Pre-1989 Well (N/A),Pomfret,Brocton,F,Lakeshore,Medina,True,Vertical,Chautauqua,9.0,,0.0,-79.38942,42.41796,-79.38942,42.41796,2208.0,2208.0,0.0,2208.0,730.0,NL,0.0,,0.0,,,,,2010-06-04T00:00:00,{'url': 'http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013135730000'},"{'longitude': '-79.38942', 'needs_recoding': False, 'latitude': '42.41796'}"
